Passenger_ID,Age,Gender,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Flight_Duration,Seat_Comfort,InFlight_Entertainment,Food_Quality,Cleanliness,Cabin_Staff_Service,Legroom,Baggage_Handling,CheckIn_Service,Boarding_Process,WiFi_Service,Festival_Season_Travel,Overall_Satisfaction,Recommendation,Complaint_Submitted,Feedback_Comments,Loyalty_Membership,Frequent_Flyer,Baggage_Lost,Compensation_Received,Seat_Upgrade,Special_Assistance,Refund_Requested,Discount_Received,Preferred_Airline,Frequent_Route,Travel_Purpose_Family,Travel_Purpose_Leisure,Travel_Purpose_Medical,Travel_Purpose_Study,Travel_Purpose_Transit,Airline_Name_AirAsia India,Airline_Name_Akasa Air,Airline_Name_Alliance Air,Airline_Name_GoAir,Airline_Name_Indigo,Airline_Name_SpiceJet,Airline_Name_TruJet,Airline_Name_Vistara,Departure_City_Bangalore,Departure_City_Bhubaneswar,Departure_City_Chennai,Departure_City_Delhi,Departure_City_Guwahati,Departure_City_Hyderabad,Departure_City_Jaipur,Departure_City_Kochi,Departure_City_Kolkata,Departure_City_Lucknow,Departure_City_Mumbai,Departure_City_Pune,Arrival_City_Bangalore,Arrival_City_Bhubaneswar,Arrival_City_Chennai,Arrival_City_Delhi,Arrival_City_Guwahati,Arrival_City_Hyderabad,Arrival_City_Jaipur,Arrival_City_Kochi,Arrival_City_Kolkata,Arrival_City_Lucknow,Arrival_City_Mumbai,Arrival_City_Pune,Complaint_Type_Broken Entertainment System,Complaint_Type_Delay,Complaint_Type_Food,Complaint_Type_Long Security Check,Complaint_Type_No Complaint,Complaint_Type_Other,Complaint_Type_Service,Complaint_Type_Turbulence,Complaint_Type_Unhygienic Toilets,Seat_Type_Middle,Seat_Type_Standard,Seat_Type_Window,Booking_Channel_Mobile App,Booking_Channel_Online,Booking_Channel_Travel Agency,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Airline_Loyalty_Program_Flying Returns (Air India),Airline_Loyalty_Program_IndiGo 6E Rewards,Airline_Loyalty_Program_SpiceClub
123,52,0,0,2174,15,5,130,10,10,2,10,6,10,0,0,4,0,0,1,0.0,0,Good,1,1,0,1,1,0,0.0,1,2,Delhi - Mumbai,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
124,79,1,1,1441,0,0,86,10,6,6,0,0,0,10,0,6,3,1,1,0.0,1,No Feedback,3,0,0,0,0,1,1.0,1,2,Chennai - Kolkata,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
125,50,0,0,1441,12,0,86,0,10,1,0,0,10,0,0,10,0,0,1,0.0,0,Bad,0,0,0,0,1,0,0.0,1,0,Bangalore - Hyderabad,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
126,50,0,1,1441,0,0,86,0,0,10,0,10,10,0,0,6,0,1,0,0.0,0,Bad,2,0,1,0,1,1,0.0,1,0,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
127,50,1,0,1441,15,5,86,10,2,10,1,10,0,10,6,0,0,1,2,0.0,0,Good,1,0,0,0,0,1,0.0,0,1,Delhi - Mumbai,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
128,90,0,1,5000,15,5,300,6,10,10,5,0,10,10,0,6,0,0,1,0.0,0,Good,0,1,1,0,1,0,0.0,0,0,Chennai - Kolkata,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
129,90,0,1,5000,0,0,300,10,0,2,10,10,0,0,10,6,0,1,3,0.0,0,No Feedback,2,0,1,0,0,0,1.0,0,2,Pune - Delhi,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
130,90,1,1,1441,0,5,86,0,10,10,6,10,10,0,10,0,0,0,3,0.0,0,Good,3,0,1,1,0,1,0.0,0,0,Delhi - Mumbai,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
131,50,1,0,5000,15,5,300,6,0,0,0,0,10,0,0,5,0,0,0,1.0,0,WiFi was not working.,0,1,1,0,0,0,0.0,1,2,Delhi - Mumbai,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
132,50,0,1,1441,15,5,86,6,10,0,10,0,0,6,0,10,0,1,1,0.0,1,Food was cold.,2,0,1,0,0,0,0.0,0,0,Chennai - Kolkata,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False
133,77,1,2,824,15,5,49,0,10,10,6,10,5,0,6,0,5,0,1,0.0,0,WiFi was not working.,1,1,0,0,0,1,0.0,0,2,Delhi - Mumbai,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
134,90,1,1,1441,15,5,86,0,10,10,10,0,0,0,4,6,0,0,1,0.0,1,No Feedback,3,1,1,0,0,1,1.0,1,0,Delhi - Mumbai,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
135,90,1,0,1001,15,5,60,0,0,10,10,10,10,6,10,10,0,0,3,0.0,0,Terrible experience.,0,0,0,1,0,1,1.0,0,1,Delhi - Mumbai,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
136,35,0,2,1441,0,5,86,0,4,5,0,6,10,0,10,6,0,1,1,0.0,0,Terrible experience.,0,0,0,0,1,1,0.0,0,1,Delhi - Mumbai,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
137,90,1,0,1033,15,5,61,10,1,3,0,10,10,6,10,1,0,0,0,0.0,0,No Feedback,2,0,1,1,1,1,0.0,0,0,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
138,50,1,1,1441,15,0,86,10,0,3,10,0,3,5,10,10,2,0,1,1.0,1,Terrible experience.,0,0,0,1,0,1,0.0,0,0,Chennai - Kolkata,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
139,50,0,1,1441,15,5,86,10,5,0,10,10,4,0,10,10,3,0,1,0.0,1,No Feedback,3,0,1,0,0,0,0.0,0,0,Delhi - Mumbai,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
140,50,1,2,888,0,5,53,6,0,0,10,6,2,0,10,0,0,1,2,0.0,1,Food was cold.,2,1,0,0,0,1,0.0,0,0,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
141,50,1,2,5000,0,0,300,0,10,0,4,2,10,4,10,5,0,0,0,0.0,0,Good,2,1,0,0,1,0,0.0,0,0,Bangalore - Hyderabad,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
142,90,1,0,5000,15,0,300,5,6,0,10,10,5,0,6,10,0,1,0,0.0,1,Good,3,1,1,0,1,1,0.0,0,2,Chennai - Kolkata,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
143,76,0,0,1441,15,5,86,0,10,6,10,10,10,0,10,10,0,0,1,0.0,1,WiFi was not working.,3,0,0,0,0,0,0.0,0,2,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
144,53,0,2,1889,0,5,113,6,10,0,5,0,6,10,10,1,0,0,1,0.0,1,No Feedback,2,0,1,0,0,1,0.0,1,0,Delhi - Mumbai,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
145,18,0,1,1441,0,0,86,4,0,0,6,6,10,6,10,6,0,1,1,0.0,0,Good,3,0,1,0,1,0,0.0,0,0,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
146,50,0,2,1441,0,0,86,10,6,0,0,10,10,0,0,6,0,1,0,1.0,1,Good,0,0,0,0,1,0,0.0,0,0,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
147,90,0,1,5000,15,0,300,0,4,0,6,10,10,10,10,10,0,0,0,0.0,1,Loved the flight.,2,0,1,0,0,1,0.0,1,0,Pune - Delhi,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
148,20,1,2,1441,15,0,86,10,10,0,0,10,0,10,0,10,0,1,1,0.0,0,Good,0,0,0,1,1,1,0.0,0,0,Delhi - Mumbai,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
149,50,0,0,1441,15,0,86,6,10,0,10,6,10,10,6,6,0,0,1,0.0,0,Food was cold.,3,1,1,0,1,0,0.0,1,2,Pune - Delhi,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
150,90,1,2,5000,15,0,300,10,0,0,10,6,2,10,6,6,3,0,0,0.0,0,Good,2,0,1,0,1,1,0.0,0,2,Delhi - Mumbai,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
151,50,1,1,2825,15,0,169,0,0,10,0,6,10,10,10,6,5,0,0,0.0,0,Terrible experience.,0,1,1,0,0,0,0.0,1,0,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
152,50,1,2,5000,15,5,300,0,10,0,0,10,10,10,10,1,2,1,1,1.0,1,Good,2,0,0,1,1,1,0.0,0,0,Delhi - Mumbai,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
153,50,1,2,1441,0,0,86,10,0,2,0,0,0,1,10,10,0,0,1,0.0,0,Great service!,3,1,1,0,1,0,1.0,0,2,Chennai - Kolkata,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
154,20,1,2,1441,0,5,86,10,10,6,6,6,10,10,10,10,0,0,2,0.0,1,Food was cold.,0,0,0,1,0,1,1.0,1,0,Delhi - Mumbai,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
155,90,1,2,1441,0,0,86,0,10,6,10,10,6,5,10,10,3,1,3,0.0,1,Good,2,0,0,1,0,1,1.0,0,2,Delhi - Mumbai,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
156,50,1,1,5000,0,5,300,10,10,0,10,4,0,2,10,6,0,1,0,0.0,0,Good,3,0,0,1,0,1,1.0,1,1,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
157,49,1,2,1441,0,0,86,0,0,0,10,10,2,10,4,6,0,1,3,0.0,1,No Feedback,2,1,0,0,1,1,0.0,1,0,Chennai - Kolkata,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
158,65,0,0,1441,0,5,86,10,6,10,6,6,0,6,10,0,5,1,1,0.0,0,Good,3,1,0,1,0,1,0.0,1,1,Delhi - Mumbai,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
159,50,0,0,1441,15,0,86,2,10,6,0,0,0,6,10,6,5,0,1,0.0,1,WiFi was not working.,2,0,0,1,0,1,1.0,0,1,Bangalore - Hyderabad,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
160,50,0,0,748,15,5,44,10,10,10,6,10,0,10,4,10,3,1,0,0.0,0,WiFi was not working.,0,1,0,1,1,1,0.0,0,2,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
161,65,1,2,5000,15,0,300,6,5,10,0,1,10,10,10,0,2,0,1,0.0,0,Bad,3,0,0,0,1,0,1.0,1,0,Bangalore - Hyderabad,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
162,50,1,2,2605,15,5,156,10,0,0,4,6,5,0,4,6,0,0,3,0.0,1,Good,2,1,0,1,1,0,0.0,0,2,Delhi - Mumbai,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
163,50,0,2,1441,0,0,86,0,0,0,0,6,6,0,10,6,2,1,3,1.0,0,WiFi was not working.,2,0,1,0,0,0,0.0,0,1,Chennai - Kolkata,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
164,90,0,1,126,0,5,15,10,10,6,10,3,10,2,6,4,0,1,1,1.0,0,Food was cold.,2,1,0,0,1,0,0.0,0,2,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
165,22,0,0,5000,15,0,300,10,6,0,10,10,0,10,10,10,0,0,1,0.0,1,Good,3,0,0,0,0,0,0.0,0,2,Chennai - Kolkata,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
166,50,1,2,1441,15,0,86,0,6,0,0,0,3,6,10,10,0,0,1,0.0,0,Good,2,1,1,1,0,1,1.0,1,1,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
167,90,0,0,1441,15,0,86,0,10,0,10,10,5,10,6,6,0,1,1,1.0,1,Food was cold.,2,0,1,1,1,0,0.0,0,1,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
168,46,0,0,2892,0,0,173,10,10,0,0,10,10,1,10,10,0,0,3,0.0,0,WiFi was not working.,1,1,1,0,0,0,1.0,0,1,Bangalore - Hyderabad,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
169,44,1,1,1441,0,0,86,0,6,6,6,3,0,0,0,0,0,1,1,0.0,0,Good,3,0,0,0,0,1,0.0,1,2,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
170,75,0,1,1441,15,5,86,10,0,0,0,10,10,6,6,2,0,1,3,0.0,0,WiFi was not working.,2,1,1,0,1,1,1.0,1,2,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
171,50,0,2,560,0,0,33,0,10,10,0,10,0,3,0,3,5,0,1,0.0,0,Great service!,1,0,1,0,0,1,0.0,0,1,Chennai - Kolkata,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
172,25,1,1,1441,0,0,86,6,10,10,0,10,6,6,10,6,0,0,0,1.0,0,Great service!,0,1,1,0,0,0,1.0,0,1,Delhi - Mumbai,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
173,50,1,2,5000,0,5,300,5,10,0,2,6,10,0,10,10,0,1,2,0.0,0,Loved the flight.,3,0,1,1,0,0,0.0,1,0,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
174,90,0,1,968,15,5,58,10,6,0,10,6,10,10,10,10,0,1,1,0.0,0,Bad,2,0,1,0,0,0,1.0,0,1,Delhi - Mumbai,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
175,71,0,2,1441,0,0,86,10,10,3,10,0,6,10,10,10,0,0,1,1.0,0,Good,0,1,0,0,0,0,0.0,1,2,Pune - Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
176,50,0,2,1441,15,5,86,0,2,0,6,10,10,6,10,4,2,1,0,1.0,1,Bad,0,0,0,1,1,0,0.0,0,1,Chennai - Kolkata,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
177,90,1,2,1441,15,0,86,10,0,0,0,10,10,5,6,0,0,1,2,0.0,0,Loved the flight.,1,0,0,0,0,0,1.0,1,0,Chennai - Kolkata,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
178,50,1,1,1441,15,5,86,10,2,0,0,0,0,0,10,0,0,1,2,0.0,0,Good,0,0,1,1,0,1,0.0,0,1,Bangalore - Hyderabad,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
179,50,1,1,5000,0,5,300,10,6,0,10,10,10,6,3,0,0,0,2,1.0,0,Good,0,0,1,0,0,0,0.0,1,1,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
180,50,1,0,734,0,0,44,10,1,10,10,0,1,0,10,0,2,1,0,1.0,0,Food was cold.,0,1,1,1,0,1,0.0,1,0,Bangalore - Hyderabad,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
181,69,1,2,1441,15,0,86,6,0,0,10,10,10,0,10,0,2,1,1,1.0,0,Bad,2,0,1,0,0,1,1.0,1,0,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
182,50,0,1,1488,15,0,89,10,0,0,0,6,6,4,3,0,0,1,3,0.0,0,Loved the flight.,2,0,0,1,1,0,0.0,0,1,Pune - Delhi,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
183,50,0,0,1441,0,0,86,0,0,0,0,10,6,10,10,10,4,1,0,0.0,0,Great service!,1,0,0,0,1,0,0.0,0,0,Delhi - Mumbai,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
184,50,0,1,298,0,0,17,0,10,10,0,10,10,0,6,10,0,0,3,0.0,0,Terrible experience.,1,0,0,1,1,1,0.0,0,1,Delhi - Mumbai,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
185,37,1,0,1935,0,5,116,0,4,2,6,10,10,5,0,10,0,1,1,0.0,0,Terrible experience.,3,1,0,1,0,0,0.0,1,1,Chennai - Kolkata,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
186,90,1,2,5000,15,0,300,1,10,6,0,6,10,0,0,5,1,0,2,1.0,0,Terrible experience.,3,0,0,0,0,0,1.0,1,2,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
