Passenger_ID,Age,Gender,Nationality,Travel_Purpose,Flight_Number,Airline_Name,Class,Flight_Distance,Departure_City,Arrival_City,Departure_Delay,Arrival_Delay,Flight_Duration,Flight_Route_Type,Seat_Comfort,InFlight_Entertainment,Food_Quality,Cleanliness,Cabin_Staff_Service,Legroom,Baggage_Handling,CheckIn_Service,Boarding_Process,WiFi_Service,Festival_Season_Travel,Overall_Satisfaction,Recommendation,Complaint_Submitted,Complaint_Type,Feedback_Comments,Seat_Type,Loyalty_Membership,Frequent_Flyer,Baggage_Lost,Compensation_Received,Booking_Channel,Seat_Upgrade,Special_Assistance,Refund_Requested,Discount_Received,Preferred_Airline,Frequent_Route,Payment_Method,Airline_Loyalty_Program
169,44,Male,Indian,Family,AI129,Vistara,Economy,1441,Kochi,Lucknow,0,0,86,Domestic,0,6,6,6,3,0,0,0,0,0,1,Happy,0.0,0,Broken Entertainment System,Good,Aisle,Silver,0,0,0,Airport Counter,0,1,0.0,1,Yes,Delhi - Mumbai,UPI,SpiceClub
170,75,Female,Indian,Family,AI100,TruJet,Economy,1441,Pune,Bhubaneswar,15,5,86,Domestic,10,0,0,0,10,10,6,6,2,0,1,Satisfied,0.0,0,Service,WiFi was not working.,Middle,Platinum,1,1,0,Airport Counter,1,1,1.0,1,Yes,Bangalore - Hyderabad,Debit Card,SpiceClub
171,50,Female,Indian,Business,AI629,AirAsia India,First Class,560,Ahmedabad,Delhi,0,0,33,Domestic,0,10,10,0,10,0,3,0,3,5,0,Happy,0.0,0,Unhygienic Toilets,Great service!,Standard,No,0,1,0,Travel Agency,0,1,0.0,0,Sometimes,Chennai - Kolkata,Debit Card,Club Vistara
172,25,Male,Indian,Business,AI518,TruJet,Economy,1441,Kolkata,Mumbai,0,0,86,Domestic,6,10,10,0,10,6,6,10,6,0,0,Dissatisfied,1.0,0,Delay,Great service!,Middle,Gold,1,1,0,Mobile App,0,0,1.0,0,Sometimes,Delhi - Mumbai,Debit Card,SpiceClub
173,50,Male,Indian,Family,AI141,Vistara,First Class,5000,Lucknow,Mumbai,0,5,300,Domestic,5,10,0,2,6,10,0,10,10,0,1,Neutral,0.0,0,Turbulence,Loved the flight.,Aisle,Silver,0,1,1,Travel Agency,0,0,0.0,1,No,Pune - Delhi,UPI,SpiceClub
174,90,Female,Indian,Leisure,AI775,TruJet,Economy,968,Chennai,Ahmedabad,15,5,58,Domestic,10,6,0,10,6,10,10,10,10,0,1,Happy,0.0,0,Turbulence,Bad,Middle,Platinum,0,1,0,Travel Agency,0,0,1.0,0,Sometimes,Delhi - Mumbai,Cash at Airport,Club Vistara
175,71,Female,Indian,Business,AI558,Indigo,First Class,1441,Lucknow,Kolkata,0,0,86,Domestic,10,10,3,10,0,6,10,10,10,0,0,Happy,1.0,0,Turbulence,Good,Aisle,Gold,1,0,0,Airport Counter,0,0,0.0,1,Yes,Pune - Delhi,Credit Card,Club Vistara
176,50,Female,Indian,Family,AI129,AirAsia India,First Class,1441,Bhubaneswar,Chennai,15,5,86,Domestic,0,2,0,6,10,10,6,10,4,2,1,Dissatisfied,1.0,1,Food,Bad,Aisle,Gold,0,0,1,Mobile App,1,0,0.0,0,Sometimes,Chennai - Kolkata,UPI,Club Vistara
177,90,Male,Indian,Business,AI340,SpiceJet,First Class,1441,Lucknow,Bangalore,15,0,86,Domestic,10,0,0,0,10,10,5,6,0,0,1,Neutral,0.0,0,Unhygienic Toilets,Loved the flight.,Standard,No,0,0,0,Online,0,0,1.0,1,No,Chennai - Kolkata,Cash at Airport,Flying Returns (Air India)
178,50,Male,Indian,Leisure,AI411,SpiceJet,Economy,1441,Mumbai,Guwahati,15,5,86,Domestic,10,2,0,0,0,0,0,10,0,0,1,Neutral,0.0,0,No Complaint,Good,Standard,Gold,0,1,1,Airport Counter,0,1,0.0,0,Sometimes,Bangalore - Hyderabad,Credit Card,SpiceClub
179,50,Male,Indian,Family,AI854,TruJet,Economy,5000,Chennai,Delhi,0,5,300,Domestic,10,6,0,10,10,10,6,3,0,0,0,Neutral,1.0,0,Food,Good,Standard,Gold,0,1,0,Mobile App,0,0,0.0,1,Sometimes,Delhi - Mumbai,Credit Card,Flying Returns (Air India)
180,50,Male,Indian,Family,AI289,Akasa Air,Business,734,Guwahati,Lucknow,0,0,44,Domestic,10,1,10,10,0,1,0,10,0,2,1,Dissatisfied,1.0,0,Broken Entertainment System,Food was cold.,Middle,Gold,1,1,1,Online,0,1,0.0,1,No,Bangalore - Hyderabad,Debit Card,SpiceClub
181,69,Male,Indian,Family,AI761,Vistara,First Class,1441,Lucknow,Pune,15,0,86,Domestic,6,0,0,10,10,10,0,10,0,2,1,Happy,1.0,0,No Complaint,Bad,Middle,Platinum,0,1,0,Mobile App,0,1,1.0,1,No,Pune - Delhi,UPI,Club Vistara
182,50,Female,Indian,Leisure,AI709,Alliance Air,Economy,1488,Bangalore,Jaipur,15,0,89,Domestic,10,0,0,0,6,6,4,3,0,0,1,Satisfied,0.0,0,Food,Loved the flight.,Window,Platinum,0,0,1,Travel Agency,1,0,0.0,0,Sometimes,Pune - Delhi,UPI,SpiceClub
183,50,Female,Indian,Leisure,AI783,TruJet,Business,1441,Bhubaneswar,Kochi,0,0,86,Domestic,0,0,0,0,10,6,10,10,10,4,1,Dissatisfied,0.0,0,Long Security Check,Great service!,Aisle,No,0,0,0,Travel Agency,1,0,0.0,0,No,Delhi - Mumbai,Cash at Airport,Club Vistara
184,50,Female,Indian,Study,AI858,Indigo,Economy,298,Guwahati,Lucknow,0,0,17,Domestic,0,10,10,0,10,10,0,6,10,0,0,Satisfied,0.0,0,Turbulence,Terrible experience.,Window,No,0,0,1,Airport Counter,1,1,0.0,0,Sometimes,Delhi - Mumbai,UPI,Club Vistara
185,37,Male,Indian,Leisure,AI248,GoAir,Business,1935,Guwahati,Hyderabad,0,5,116,Domestic,0,4,2,6,10,10,5,0,10,0,1,Happy,0.0,0,Other,Terrible experience.,Middle,Silver,1,0,1,Airport Counter,0,0,0.0,1,Sometimes,Chennai - Kolkata,UPI,Flying Returns (Air India)
186,90,Male,Indian,Family,AI365,Vistara,First Class,5000,Bangalore,Jaipur,15,0,300,Domestic,1,10,6,0,6,10,0,0,5,1,0,Neutral,1.0,0,Broken Entertainment System,Terrible experience.,Aisle,Silver,0,0,0,Online,0,0,1.0,1,Yes,Delhi - Mumbai,Credit Card,Flying Returns (Air India)
187,79,Male,Indian,Family,AI168,SpiceJet,First Class,1441,Hyderabad,Mumbai,15,5,86,Domestic,6,10,10,6,10,10,0,6,10,0,0,Happy,0.0,0,Service,Good,Standard,No,1,1,1,Online,0,1,0.0,0,Sometimes,Delhi - Mumbai,Debit Card,Club Vistara
188,79,Male,Indian,Family,AI340,SpiceJet,First Class,1441,Jaipur,Bangalore,0,5,86,Domestic,0,0,0,10,10,6,10,10,10,0,0,Happy,0.0,1,No Complaint,Loved the flight.,Standard,Gold,1,0,0,Online,1,0,1.0,0,No,Pune - Delhi,Cash at Airport,Flying Returns (Air India)
189,50,Male,Indian,Family,AI248,Air India,First Class,1441,Ahmedabad,Delhi,15,0,86,Domestic,0,0,0,0,4,6,0,10,10,0,1,Dissatisfied,0.0,0,Long Security Check,No Feedback,Window,Platinum,0,0,0,Online,0,1,1.0,1,Sometimes,Delhi - Mumbai,UPI,SpiceClub
190,76,Female,Indian,Business,AI100,TruJet,Business,1441,Bhubaneswar,Ahmedabad,0,0,86,Domestic,10,10,0,0,6,3,0,0,6,0,1,Happy,0.0,0,Food,Loved the flight.,Middle,Gold,0,0,0,Travel Agency,0,1,1.0,1,Sometimes,Delhi - Mumbai,Net Banking,Club Vistara
191,24,Female,Indian,Business,AI239,Alliance Air,First Class,785,Bhubaneswar,Hyderabad,6,5,47,Domestic,10,10,0,10,0,4,10,0,6,0,1,Neutral,0.0,0,Unhygienic Toilets,WiFi was not working.,Standard,Platinum,0,1,1,Airport Counter,0,0,0.0,0,Sometimes,Delhi - Mumbai,Debit Card,Flying Returns (Air India)
192,90,Female,Indian,Leisure,AI790,Indigo,First Class,5000,Bhubaneswar,Mumbai,15,0,300,Domestic,10,10,10,0,10,10,10,6,10,0,0,Happy,1.0,1,Food,Loved the flight.,Window,Silver,0,0,0,Online,0,1,1.0,1,Yes,Pune - Delhi,Cash at Airport,Club Vistara
193,50,Female,Indian,Family,AI100,TruJet,First Class,1441,Chennai,Ahmedabad,0,5,86,Domestic,0,10,3,10,10,10,10,6,10,1,1,Happy,0.0,0,Bad Experience,Food was cold.,Aisle,Silver,0,1,0,Online,0,1,1.0,1,Sometimes,Bangalore - Hyderabad,Net Banking,Club Vistara
194,50,Female,Indian,Business,AI569,AirAsia India,Economy,1441,Bhubaneswar,Guwahati,15,5,86,Domestic,4,0,2,2,10,10,0,0,10,4,0,Neutral,0.0,0,No Complaint,Food was cold.,Window,No,0,1,1,Online,1,1,0.0,0,Sometimes,Delhi - Mumbai,Credit Card,SpiceClub
195,50,Female,Indian,Leisure,AI129,Vistara,First Class,1441,Hyderabad,Bangalore,0,0,86,Domestic,6,0,10,0,6,0,0,10,10,4,1,Satisfied,1.0,1,Other,Food was cold.,Window,No,1,0,0,Travel Agency,0,0,1.0,1,Yes,Delhi - Mumbai,Credit Card,Club Vistara
196,50,Male,Indian,Leisure,AI225,TruJet,Economy,1441,Hyderabad,Guwahati,15,0,86,Domestic,6,10,6,0,5,6,0,10,0,2,1,Dissatisfied,0.0,0,Bad Experience,Terrible experience.,Aisle,No,1,0,0,Mobile App,0,0,1.0,0,No,Pune - Delhi,Credit Card,Club Vistara
197,50,Male,Indian,Business,AI925,Indigo,Business,1441,Jaipur,Kochi,0,5,86,Domestic,10,4,3,10,10,10,0,10,2,0,1,Neutral,0.0,0,Other,WiFi was not working.,Aisle,Platinum,0,0,1,Online,1,0,0.0,1,No,Delhi - Mumbai,Credit Card,IndiGo 6E Rewards
198,90,Male,Indian,Leisure,AI289,Akasa Air,Business,1441,Kochi,Guwahati,0,0,86,Domestic,10,10,6,0,0,4,0,10,3,0,1,Happy,0.0,1,No Complaint,Loved the flight.,Aisle,Silver,0,0,1,Online,0,0,1.0,0,No,Chennai - Kolkata,Cash at Airport,SpiceClub
199,50,Male,Indian,Leisure,AI253,TruJet,Business,1441,Bangalore,Mumbai,0,5,86,Domestic,10,6,6,0,10,1,0,1,0,1,0,Happy,0.0,0,Bad Experience,Terrible experience.,Middle,No,1,1,0,Online,1,1,0.0,0,No,Delhi - Mumbai,Cash at Airport,SpiceClub
200,50,Male,Indian,Leisure,AI615,Akasa Air,Economy,1441,Bangalore,Mumbai,15,5,86,Domestic,10,1,10,0,6,0,6,10,6,2,0,Satisfied,0.0,0,Long Security Check,Good,Standard,Gold,0,0,0,Mobile App,0,1,0.0,0,Yes,Chennai - Kolkata,Credit Card,SpiceClub
201,21,Male,Indian,Family,AI278,SpiceJet,Economy,1441,Delhi,Kochi,15,0,86,Domestic,10,5,10,10,0,0,0,6,10,1,0,Happy,0.0,1,Long Security Check,Great service!,Window,No,0,0,1,Travel Agency,0,1,0.0,1,Yes,Chennai - Kolkata,Cash at Airport,Flying Returns (Air India)
202,50,Male,Indian,Family,AI248,GoAir,Business,5000,Hyderabad,Guwahati,0,0,300,Domestic,2,0,4,10,10,10,0,5,6,0,1,Neutral,0.0,0,Long Security Check,Terrible experience.,Aisle,No,0,1,1,Airport Counter,1,1,0.0,0,No,Chennai - Kolkata,UPI,Club Vistara
203,50,Male,Indian,Family,AI264,Alliance Air,First Class,1441,Kolkata,Chennai,15,0,86,Domestic,0,10,0,0,10,0,0,6,6,0,1,Neutral,1.0,0,Bad Experience,No Feedback,Middle,Silver,1,0,1,Travel Agency,0,0,1.0,0,Sometimes,Delhi - Mumbai,Debit Card,Club Vistara
204,58,Male,Indian,Leisure,AI340,SpiceJet,Business,1441,Lucknow,Mumbai,15,5,86,Domestic,0,10,6,10,10,0,0,0,0,0,0,Happy,1.0,1,Bad Experience,WiFi was not working.,Middle,Platinum,1,1,0,Travel Agency,0,1,0.0,0,Yes,Delhi - Mumbai,Debit Card,SpiceClub
205,50,Female,Indian,Leisure,AI892,Vistara,Business,2376,Ahmedabad,Pune,0,5,142,Domestic,0,10,0,6,10,0,10,0,0,0,1,Dissatisfied,0.0,0,No Complaint,WiFi was not working.,Middle,Gold,0,1,1,Travel Agency,0,0,0.0,1,No,Delhi - Mumbai,UPI,Flying Returns (Air India)
206,50,Male,Indian,Business,AI661,GoAir,Business,311,Lucknow,Delhi,0,0,18,Domestic,10,10,6,10,10,10,3,3,10,0,0,Dissatisfied,0.0,0,Unhygienic Toilets,Loved the flight.,Window,No,1,0,1,Airport Counter,0,1,0.0,0,Yes,Bangalore - Hyderabad,Credit Card,IndiGo 6E Rewards
207,50,Male,Indian,Leisure,AI995,AirAsia India,First Class,1441,Kolkata,Hyderabad,0,5,86,Domestic,5,10,0,0,10,0,0,10,0,0,0,Neutral,0.0,0,Food,WiFi was not working.,Standard,No,1,0,0,Mobile App,1,0,1.0,1,No,Chennai - Kolkata,Debit Card,Club Vistara
208,50,Male,Indian,Family,AI707,GoAir,Business,2835,Bhubaneswar,Kolkata,15,5,170,Domestic,10,10,5,10,10,10,6,10,10,3,1,Neutral,0.0,0,Other,Good,Aisle,No,0,0,0,Airport Counter,1,0,1.0,0,Sometimes,Delhi - Mumbai,Cash at Airport,Flying Returns (Air India)
209,50,Male,Indian,Leisure,AI729,Indigo,Business,2445,Mumbai,Kochi,15,0,146,Domestic,6,5,10,6,3,0,10,6,10,0,0,Neutral,0.0,0,Delay,Food was cold.,Standard,Platinum,0,0,1,Mobile App,0,1,0.0,0,Yes,Bangalore - Hyderabad,Debit Card,IndiGo 6E Rewards
210,50,Female,Indian,Family,AI248,GoAir,Economy,1441,Mumbai,Kochi,0,0,86,Domestic,0,0,6,10,3,10,0,0,10,0,0,Happy,0.0,0,No Complaint,Great service!,Middle,Platinum,1,0,1,Mobile App,0,1,1.0,1,Sometimes,Chennai - Kolkata,Cash at Airport,Club Vistara
211,50,Male,Indian,Medical,AI525,TruJet,Economy,1441,Lucknow,Jaipur,15,0,86,Domestic,1,10,6,3,6,5,0,2,0,0,0,Happy,1.0,1,No Complaint,Good,Aisle,Platinum,0,1,1,Online,0,1,0.0,0,No,Pune - Delhi,UPI,Club Vistara
212,50,Male,Indian,Leisure,AI129,Vistara,Economy,2101,Guwahati,Ahmedabad,15,0,126,Domestic,0,10,0,10,6,0,1,0,6,0,1,Happy,0.0,1,Food,Bad,Middle,Platinum,0,0,1,Online,1,0,1.0,1,Yes,Pune - Delhi,UPI,Flying Returns (Air India)
213,40,Female,Indian,Business,AI340,SpiceJet,Business,1441,Bhubaneswar,Guwahati,0,5,86,Domestic,10,10,10,1,10,10,0,10,5,0,1,Dissatisfied,0.0,0,Bad Experience,Good,Aisle,Gold,0,0,0,Airport Counter,0,1,1.0,0,No,Delhi - Mumbai,UPI,Club Vistara
214,90,Male,Indian,Leisure,AI375,Air India,First Class,1441,Bhubaneswar,Jaipur,15,0,86,Domestic,0,10,0,10,10,0,0,0,0,0,1,Happy,1.0,0,Delay,Food was cold.,Middle,No,0,0,1,Airport Counter,1,1,0.0,1,No,Pune - Delhi,UPI,Flying Returns (Air India)
215,50,Female,Indian,Leisure,AI289,Akasa Air,First Class,5000,Bangalore,Pune,15,0,300,Domestic,10,10,3,6,0,10,0,10,10,0,1,Happy,0.0,0,Bad Experience,Good,Aisle,Gold,0,1,0,Airport Counter,1,0,0.0,1,No,Pune - Delhi,Debit Card,Flying Returns (Air India)
216,27,Male,Indian,Family,AI708,TruJet,First Class,5000,Bhubaneswar,Kochi,0,0,300,Domestic,0,10,6,6,10,10,0,0,10,0,0,Happy,0.0,1,Other,Loved the flight.,Aisle,Platinum,0,1,0,Travel Agency,0,0,0.0,1,Yes,Bangalore - Hyderabad,Credit Card,Club Vistara
217,50,Male,Indian,Study,AI289,Akasa Air,Business,5000,Kolkata,Pune,15,0,300,Domestic,10,10,6,10,0,6,10,0,2,0,1,Neutral,0.0,0,No Complaint,Food was cold.,Standard,No,0,1,1,Travel Agency,1,0,0.0,1,Sometimes,Pune - Delhi,UPI,Flying Returns (Air India)
218,90,Female,Indian,Business,AI100,TruJet,Business,1713,Hyderabad,Mumbai,15,5,102,Domestic,6,3,6,6,10,0,0,3,5,0,0,Happy,0.0,1,No Complaint,No Feedback,Middle,Silver,0,1,1,Travel Agency,0,1,0.0,0,Sometimes,Pune - Delhi,Credit Card,Flying Returns (Air India)
219,50,Male,Indian,Leisure,AI255,Vistara,Business,1441,Bhubaneswar,Ahmedabad,0,5,86,Domestic,10,10,10,10,10,0,0,10,6,0,1,Happy,1.0,1,No Complaint,Great service!,Aisle,Platinum,0,1,0,Airport Counter,0,1,0.0,0,No,Delhi - Mumbai,Credit Card,Flying Returns (Air India)
220,50,Female,Indian,Family,AI248,GoAir,First Class,1441,Chennai,Mumbai,0,0,86,Domestic,0,0,6,0,3,10,10,4,0,0,0,Satisfied,0.0,1,Delay,WiFi was not working.,Middle,Silver,0,1,0,Travel Agency,0,0,0.0,1,Sometimes,Pune - Delhi,Cash at Airport,Flying Returns (Air India)
221,90,Female,Indian,Medical,AI382,TruJet,Business,5000,Pune,Delhi,15,5,300,Domestic,0,4,0,10,10,6,4,10,0,0,0,Satisfied,0.0,0,Turbulence,Loved the flight.,Standard,Gold,0,1,1,Online,0,0,0.0,0,Yes,Pune - Delhi,UPI,Club Vistara
222,90,Male,Indian,Business,AI995,AirAsia India,Business,5000,Bhubaneswar,Chennai,0,0,300,Domestic,10,5,0,0,6,10,6,3,2,0,1,Satisfied,1.0,1,Long Security Check,Loved the flight.,Aisle,Platinum,0,1,0,Mobile App,1,0,0.0,1,No,Delhi - Mumbai,UPI,SpiceClub
223,29,Female,Indian,Leisure,AI459,Alliance Air,First Class,1441,Mumbai,Bhubaneswar,0,5,86,Domestic,0,0,6,10,0,0,0,6,5,0,0,Happy,1.0,0,No Complaint,WiFi was not working.,Aisle,Platinum,0,1,0,Travel Agency,1,1,1.0,1,Sometimes,Chennai - Kolkata,Cash at Airport,Flying Returns (Air India)
224,90,Female,Indian,Family,AI934,Alliance Air,First Class,1441,Kolkata,Bangalore,15,5,86,Domestic,3,0,0,1,10,6,0,6,0,0,0,Happy,0.0,0,Food,Great service!,Standard,Silver,1,0,0,Mobile App,1,1,0.0,1,Sometimes,Pune - Delhi,Credit Card,Club Vistara
225,50,Female,Indian,Business,AI264,Alliance Air,Economy,5000,Guwahati,Kochi,0,0,300,Domestic,0,0,10,10,6,0,0,6,6,0,0,Neutral,0.0,0,Long Security Check,WiFi was not working.,Aisle,Gold,1,1,0,Online,0,0,0.0,0,Yes,Delhi - Mumbai,Cash at Airport,Club Vistara
226,90,Male,Indian,Family,AI129,Vistara,Economy,2625,Jaipur,Chennai,15,0,157,Domestic,1,10,6,10,10,10,0,0,0,0,0,Happy,0.0,0,Other,Good,Aisle,Platinum,0,0,0,Travel Agency,0,1,0.0,1,Yes,Delhi - Mumbai,Cash at Airport,Club Vistara
227,50,Female,Indian,Family,AI516,GoAir,Business,5000,Guwahati,Hyderabad,15,0,300,Domestic,10,10,1,0,10,3,10,10,4,0,0,Neutral,0.0,1,Delay,Loved the flight.,Standard,No,1,0,0,Airport Counter,0,1,1.0,1,No,Pune - Delhi,Net Banking,Flying Returns (Air India)
228,50,Male,Indian,Medical,AI663,TruJet,Economy,1441,Guwahati,Mumbai,15,5,86,Domestic,6,3,0,0,0,10,10,10,10,1,1,Satisfied,0.0,0,Bad Experience,Terrible experience.,Aisle,Silver,0,0,0,Online,1,1,0.0,0,Sometimes,Chennai - Kolkata,Cash at Airport,Club Vistara
229,30,Male,Indian,Leisure,AI340,SpiceJet,Economy,1909,Bhubaneswar,Lucknow,15,0,114,Domestic,10,0,0,6,10,3,0,0,6,0,1,Happy,0.0,0,Turbulence,WiFi was not working.,Middle,No,1,1,1,Airport Counter,0,1,0.0,0,Yes,Bangalore - Hyderabad,Debit Card,Club Vistara
230,90,Male,Indian,Business,AI276,Akasa Air,Business,5000,Bangalore,Kolkata,15,0,300,Domestic,0,2,10,10,10,6,0,0,6,5,0,Happy,1.0,0,Long Security Check,Terrible experience.,Window,No,0,1,1,Mobile App,0,1,0.0,1,Sometimes,Chennai - Kolkata,Credit Card,Club Vistara
231,50,Female,Indian,Leisure,AI248,Air India,First Class,5000,Mumbai,Kolkata,0,0,300,Domestic,3,6,0,0,0,0,4,10,10,0,1,Happy,0.0,0,Long Security Check,Food was cold.,Middle,Gold,0,0,0,Airport Counter,0,1,1.0,0,Sometimes,Delhi - Mumbai,Cash at Airport,Club Vistara
232,50,Male,Indian,Family,AI289,Akasa Air,Economy,1441,Chennai,Mumbai,15,0,86,Domestic,0,5,0,0,10,10,0,10,0,0,1,Satisfied,0.0,0,Food,Loved the flight.,Window,Gold,0,0,0,Travel Agency,0,0,0.0,1,No,Chennai - Kolkata,UPI,Flying Returns (Air India)
233,90,Male,Indian,Business,AI995,AirAsia India,First Class,1441,Kochi,Pune,0,0,86,Domestic,10,10,10,10,0,10,3,0,10,1,0,Happy,0.0,0,Long Security Check,WiFi was not working.,Middle,Gold,0,0,0,Airport Counter,0,1,1.0,1,Sometimes,Bangalore - Hyderabad,Credit Card,SpiceClub
234,22,Male,Indian,Medical,AI928,SpiceJet,First Class,5000,Mumbai,Jaipur,15,5,300,Domestic,0,10,0,0,10,0,0,6,10,0,1,Happy,1.0,0,No Complaint,Loved the flight.,Standard,Gold,0,1,0,Travel Agency,0,1,0.0,0,Sometimes,Delhi - Mumbai,Debit Card,Club Vistara
235,21,Male,Indian,Family,AI248,GoAir,Economy,5000,Jaipur,Mumbai,0,0,300,Domestic,4,6,0,0,10,6,10,0,10,0,1,Dissatisfied,0.0,0,Other,Food was cold.,Aisle,Silver,1,0,0,Online,1,0,0.0,1,Yes,Delhi - Mumbai,Cash at Airport,IndiGo 6E Rewards
236,21,Male,Indian,Family,AI866,TruJet,First Class,1441,Chennai,Kolkata,15,0,86,Domestic,10,10,0,10,6,0,10,10,4,0,0,Neutral,0.0,1,Broken Entertainment System,Great service!,Standard,Platinum,0,0,1,Airport Counter,1,0,1.0,1,No,Bangalore - Hyderabad,Cash at Airport,IndiGo 6E Rewards
237,53,Female,Indian,Business,AI733,GoAir,Business,1321,Ahmedabad,Jaipur,15,0,79,Domestic,3,0,6,10,6,0,4,10,6,0,1,Happy,1.0,0,Long Security Check,Bad,Window,Silver,0,0,1,Airport Counter,0,1,0.0,0,No,Delhi - Mumbai,Cash at Airport,IndiGo 6E Rewards
238,51,Male,Indian,Family,AI138,Indigo,First Class,5000,Mumbai,Ahmedabad,0,5,300,Domestic,0,3,3,10,10,0,0,10,10,1,0,Satisfied,1.0,0,No Complaint,Great service!,Standard,Silver,0,1,1,Mobile App,1,0,0.0,0,No,Delhi - Mumbai,Debit Card,Flying Returns (Air India)
239,50,Female,Indian,Family,AI851,Indigo,Economy,1441,Kochi,Lucknow,15,5,86,Domestic,10,10,0,2,10,0,0,10,6,0,1,Neutral,1.0,1,Delay,Good,Aisle,Platinum,0,1,1,Online,0,1,0.0,0,Sometimes,Pune - Delhi,Net Banking,IndiGo 6E Rewards
240,50,Female,Indian,Business,AI248,GoAir,First Class,2149,Bangalore,Pune,0,5,128,Domestic,10,10,10,10,3,5,10,3,10,0,1,Happy,1.0,1,Unhygienic Toilets,Food was cold.,Middle,No,0,0,0,Travel Agency,1,0,1.0,0,No,Delhi - Mumbai,UPI,Club Vistara
241,90,Female,Indian,Business,AI534,Alliance Air,First Class,5000,Chennai,Kolkata,15,5,300,Domestic,0,6,6,10,6,6,6,6,6,0,0,Satisfied,0.0,0,Food,Good,Standard,Platinum,1,0,1,Online,0,1,0.0,0,Yes,Delhi - Mumbai,UPI,Club Vistara
242,79,Male,Indian,Leisure,AI564,TruJet,First Class,1441,Lucknow,Hyderabad,15,5,86,Domestic,0,0,0,0,0,10,10,10,10,2,0,Happy,0.0,0,Bad Experience,Great service!,Aisle,Silver,0,0,0,Mobile App,0,1,1.0,0,No,Pune - Delhi,Credit Card,Club Vistara
243,90,Male,Indian,Family,AI811,Indigo,Business,637,Chennai,Kochi,15,5,38,Domestic,0,6,0,3,0,10,10,10,5,0,1,Satisfied,0.0,0,Bad Experience,No Feedback,Middle,Platinum,0,0,0,Travel Agency,1,1,0.0,1,Sometimes,Pune - Delhi,UPI,Club Vistara
244,65,Male,Indian,Leisure,AI393,TruJet,Business,2512,Lucknow,Bhubaneswar,15,5,150,Domestic,0,10,0,10,0,10,0,10,10,0,1,Happy,0.0,0,No Complaint,Great service!,Window,No,0,0,1,Mobile App,1,0,0.0,0,Yes,Bangalore - Hyderabad,Net Banking,IndiGo 6E Rewards
245,50,Male,Indian,Family,AI274,Indigo,Economy,1441,Bangalore,Kochi,12,0,86,Domestic,10,6,0,10,10,0,0,0,6,0,1,Neutral,0.0,0,Turbulence,Bad,Window,Silver,1,1,0,Travel Agency,1,0,1.0,0,No,Delhi - Mumbai,Credit Card,Club Vistara
246,50,Male,Indian,Leisure,AI166,Air India,First Class,1061,Mumbai,Delhi,0,0,63,Domestic,10,10,6,10,10,6,0,10,6,0,0,Satisfied,0.0,0,Service,Food was cold.,Middle,No,1,1,1,Online,1,1,1.0,0,Sometimes,Chennai - Kolkata,UPI,IndiGo 6E Rewards
247,50,Male,Indian,Family,AI976,TruJet,First Class,1441,Guwahati,Kolkata,0,0,86,Domestic,2,0,10,0,10,0,10,0,10,0,0,Dissatisfied,0.0,0,Broken Entertainment System,Terrible experience.,Middle,Gold,1,1,0,Mobile App,0,1,0.0,1,Sometimes,Chennai - Kolkata,Net Banking,SpiceClub
248,50,Female,Indian,Leisure,AI825,AirAsia India,Business,1441,Bhubaneswar,Lucknow,15,5,86,Domestic,10,0,6,6,10,5,10,0,0,0,1,Dissatisfied,0.0,0,Long Security Check,Bad,Middle,Silver,0,1,0,Airport Counter,0,1,0.0,1,No,Delhi - Mumbai,UPI,SpiceClub
249,50,Female,Indian,Leisure,AI231,GoAir,Business,2014,Bhubaneswar,Delhi,0,5,120,Domestic,10,10,0,6,0,10,5,0,6,0,1,Happy,0.0,1,Bad Experience,Good,Standard,No,1,0,1,Travel Agency,1,1,1.0,0,Sometimes,Chennai - Kolkata,Debit Card,Club Vistara
250,90,Male,Indian,Family,AI998,Alliance Air,Business,1441,Kochi,Bhubaneswar,15,5,86,Domestic,10,10,0,1,10,6,0,0,10,0,1,Happy,0.0,0,Unhygienic Toilets,Loved the flight.,Standard,Gold,1,1,0,Online,0,1,0.0,1,Yes,Delhi - Mumbai,Debit Card,Club Vistara
251,70,Male,Indian,Business,AI398,Indigo,Economy,2151,Bhubaneswar,Hyderabad,0,0,129,Domestic,10,1,3,0,2,10,3,10,0,0,1,Satisfied,0.0,0,Turbulence,Terrible experience.,Aisle,Gold,0,0,1,Airport Counter,1,1,0.0,0,No,Pune - Delhi,Debit Card,Flying Returns (Air India)
252,90,Female,Indian,Leisure,AI154,Vistara,First Class,1076,Guwahati,Lucknow,15,5,64,Domestic,10,10,10,6,10,10,10,0,4,0,0,Happy,0.0,0,Turbulence,Great service!,Aisle,Platinum,1,0,0,Online,1,1,1.0,1,Sometimes,Pune - Delhi,UPI,Club Vistara
253,21,Male,Indian,Family,AI264,Alliance Air,First Class,5000,Chennai,Kolkata,13,5,300,Domestic,6,10,10,0,10,5,0,10,0,0,1,Happy,0.0,0,Other,Good,Window,No,1,0,0,Online,0,0,1.0,1,No,Delhi - Mumbai,Debit Card,Club Vistara
